Date,Day,Category,Drive_ID,Preview_URL,Caption,Status
2026-06-22,Monday,BS,1hWhZ2vy0WsidMUIUCGsWkolGwAfY_Awv,"https://drive.google.com/thumbnail?id=1hWhZ2vy0WsidMUIUCGsWkolGwAfY_Awv&sz=w400","Celebrating the mum-to-be with all the people who matter most. 🥰 #babyshower #sydneyphotography #spirosstories",Pending
2026-06-23,Tuesday,SB,1XHv9HBaZ97ecemQBjPO8GjrAmrBHmH65,"https://drive.google.com/thumbnail?id=1XHv9HBaZ97ecemQBjPO8GjrAmrBHmH65&sz=w400","Big smiles, bright colours, and the best kind of mess. 🎉 #kidsbirthday #firstbirthday #sydneyphotographer",Pending
2026-06-24,Wednesday,EN,1EVFfR7OiHoCE0PXO9vC_NnVdqvGCUCCB,"https://drive.google.com/thumbnail?id=1EVFfR7OiHoCE0PXO9vC_NnVdqvGCUCCB&sz=w400","The look between two people who've chosen each other. 🥹 #engagement #love #sydneyphotographer",Pending
2026-06-25,Thursday,BS,1eYyf1ZadZyG-jP-aWWfaEhMt_nY3UY8a,"https://drive.google.com/thumbnail?id=1eYyf1ZadZyG-jP-aWWfaEhMt_nY3UY8a&sz=w400","The moments before everything changes. Beautiful. 📸 #babyshower #pregnancyphotography #sydneymum",Pending
2026-06-26,Friday,SB,1B_RmDp64hEKT5Xo4p6qtWolmCcwWvbVo,"https://drive.google.com/thumbnail?id=1B_RmDp64hEKT5Xo4p6qtWolmCcwWvbVo&sz=w400","Happy. Just simply, completely happy. 🎈 #firstbirthday #sydneyphotography #spirosstories",Pending
2026-06-27,Saturday,JE,1S6QeDphVMhi6foeGVasilINOoQJH8fCC,"https://drive.google.com/thumbnail?id=1S6QeDphVMhi6foeGVasilINOoQJH8fCC&sz=w400","When a community comes together — this is what it looks like. ❤️ #jeremiahproject #communityevent #sydneyphotographer",Pending
2026-06-28,Sunday,EN,1GLvh468HZRGBJFhdPHeCPUJqGSFdyr2B,"https://drive.google.com/thumbnail?id=1GLvh468HZRGBJFhdPHeCPUJqGSFdyr2B&sz=w400","A room full of their favourite people celebrating the best news. 🥂 #engagementparty #celebration",Pending
2026-06-29,Monday,BS,1ILNFmIwFUHfvlFRHxX85Cj1O5RbFsM6n,"https://drive.google.com/thumbnail?id=1ILNFmIwFUHfvlFRHxX85Cj1O5RbFsM6n&sz=w400","Baby showers aren't just parties — they're a community wrapping its arms around a mum. 🌸 #babyshower #sydneyphotographer",Pending
2026-06-30,Tuesday,SB,1QNhZsi3PSs2_L8YrNaq__YU5MsZ6BwY2,"https://drive.google.com/thumbnail?id=1QNhZsi3PSs2_L8YrNaq__YU5MsZ6BwY2&sz=w400","The people around you matter most on your birthday. Sienna had all of them. 🤍 #firstbirthday #familytime",Pending
2026-07-01,Wednesday,EN,1XOLSu81mkwCHfXrPwGymJgGd2jV2zpit,"https://drive.google.com/thumbnail?id=1XOLSu81mkwCHfXrPwGymJgGd2jV2zpit&sz=w400","Some moments stop time. This was one of them. 🤍 #engaged #sydneyphotography #spirosstories",Pending
2026-07-02,Thursday,BS,1cioHrJ6QEpH6O6w9425lHVG16y6XkuA-,"https://drive.google.com/thumbnail?id=1cioHrJ6QEpH6O6w9425lHVG16y6XkuA-&sz=w400","Love, laughter and a whole lot of excitement for what's coming. 🤍 #babyshower #newborn #spirosstories",Pending
2026-07-03,Friday,SB,1zx0TC_Qb-TsqFV8DCxIdOpgDwbMXE4W4,"https://drive.google.com/thumbnail?id=1zx0TC_Qb-TsqFV8DCxIdOpgDwbMXE4W4&sz=w400","All the tiny details that make a big day unforgettable. 🌟 #firstbirthday #sydneyphotographer #spirosstories",Pending
2026-07-04,Saturday,JE,1_qWh2ktBzn8QZ2KOL4kZhgXh9lO7cbUz,"https://drive.google.com/thumbnail?id=1_qWh2ktBzn8QZ2KOL4kZhgXh9lO7cbUz&sz=w400","Purpose-driven photography. This is why I do what I do. 📸 #jeremiahproject #community #spirosstories",Pending
2026-07-05,Sunday,EN,1l28ZzXBDrNFKa1WAD_wWQfRduibKn3rQ,"https://drive.google.com/thumbnail?id=1l28ZzXBDrNFKa1WAD_wWQfRduibKn3rQ&sz=w400","Every engagement has a story. Honoured to tell this one. 📸 #engagement #sydneyphotographer",Pending
2026-07-06,Monday,BS,1VYRGOknDQQzDJe9-Bp7-fLow4ndk8NuI,"https://drive.google.com/thumbnail?id=1VYRGOknDQQzDJe9-Bp7-fLow4ndk8NuI&sz=w400","Every detail matters. The flowers, the food, the faces — all of it. 📸 #babyshower #sydneyphotography",Pending
2026-07-07,Tuesday,SB,100hf8UXlAWoRl8NJBq7EOEPflx4kSTLc,"https://drive.google.com/thumbnail?id=100hf8UXlAWoRl8NJBq7EOEPflx4kSTLc&sz=w400","One year around the sun — and what a celebration it was. 🌞 #firstbirthday #sydneyphotography #spirosstories",Pending
2026-07-08,Wednesday,EN,11SbydVivNHFew-dl_ZgIcX62ujYbId0k,"https://drive.google.com/thumbnail?id=11SbydVivNHFew-dl_ZgIcX62ujYbId0k&sz=w400","The joy in the room was impossible to miss. Impossible not to photograph. ✨ #engagementparty",Pending
2026-07-09,Thursday,BS,1BPyOneEpdosi9-v0v_ApwZKwp7sPTvAe,"https://drive.google.com/thumbnail?id=1BPyOneEpdosi9-v0v_ApwZKwp7sPTvAe&sz=w400","What a day to remember. 🎀 #babyshower #sydneyphotographer #spirosstories #mumtobe",Pending
2026-07-10,Friday,SB,16EVIYEZ5cdYRGigSDUmTprGF5boCgmmn,"https://drive.google.com/thumbnail?id=16EVIYEZ5cdYRGigSDUmTprGF5boCgmmn&sz=w400","One whole year of magic. 🎂 Sienna's first birthday — full of colour, cake, and so much love. #firstbirthday #spirosstories",Pending
2026-07-11,Saturday,JE,1oge4EHdOjzbcD9NIoY9srHzbOrwnjYAt,"https://drive.google.com/thumbnail?id=1oge4EHdOjzbcD9NIoY9srHzbOrwnjYAt&sz=w400","The Jeremiah Project Christmas — joy shared with those who need it most. 🎄 #jeremiahproject #community",Pending
2026-07-12,Sunday,EN,1e7RsB1Ni9h_vbBT4xXqL4L0gXK1XZTA9,"https://drive.google.com/thumbnail?id=1e7RsB1Ni9h_vbBT4xXqL4L0gXK1XZTA9&sz=w400","Captured for keeps. 💍 Freddy & Janice. #engagement #spirosstories #sydneyphotography",Pending
2026-07-13,Monday,BS,1d78dr6pOL05VJiuDkYLM_0z8U0HdWUit,"https://drive.google.com/thumbnail?id=1d78dr6pOL05VJiuDkYLM_0z8U0HdWUit&sz=w400","New beginnings deserve to be remembered. 🤍 #babyshower #sydneyphotographer #spirosstories #mumtobe #newborn",Pending
2026-07-14,Tuesday,SB,1BEtZYCOmrFxlMJiCF6GVUfv4gMT0JdlM,"https://drive.google.com/thumbnail?id=1BEtZYCOmrFxlMJiCF6GVUfv4gMT0JdlM&sz=w400","They grow up faster than you think. That's why we photograph every moment. ✨ #firstbirthday #sydneyphotographer",Pending
2026-07-15,Wednesday,EN,1suF1y5A4Q8ZKmSPYWLlEKRpm-r9JSQos,"https://drive.google.com/thumbnail?id=1suF1y5A4Q8ZKmSPYWLlEKRpm-r9JSQos&sz=w400","Real love, real moments, real memories. 🤍 #engagement #engagementphotography #sydneyphotographer",Pending
2026-07-16,Thursday,BS,12YJU12DsntgJCYn5q5zB8BvPx5-EbzjE,"https://drive.google.com/thumbnail?id=12YJU12DsntgJCYn5q5zB8BvPx5-EbzjE&sz=w400","The countdown starts here. ✨ Every smile, every hug — captured. #babyshower #sydneyphotography #babymemories",Pending
2026-07-17,Friday,SB,1k-qkz1ZE_Fd-DLok5D2PiwZBghEwTr2m,"https://drive.google.com/thumbnail?id=1k-qkz1ZE_Fd-DLok5D2PiwZBghEwTr2m&sz=w400","Cake, confetti, and all the love in the room. 🎈 #firstbirthday #birthday #sydneyphotographer #celebration",Pending
2026-07-18,Saturday,JE,1WlQdWlaaIQlBkCh3Rm32Tf80nfy6gtIr,"https://drive.google.com/thumbnail?id=1WlQdWlaaIQlBkCh3Rm32Tf80nfy6gtIr&sz=w400","Real connections. Real impact. Proud to document it. ❤️ #jeremiahproject #communityevent #sydneyphotographer",Pending
2026-07-19,Sunday,EN,1C6vhLfYBKWBxoWWvpe0QBQlyd1mQ-6_x,"https://drive.google.com/thumbnail?id=1C6vhLfYBKWBxoWWvpe0QBQlyd1mQ-6_x&sz=w400","Congratulations to two incredible people. 🥂 #engaged #engagementparty #sydneyphotographer",Pending
2026-07-20,Monday,BS,1uJBjbYmW66OWqt2LS-USr8gw1ifijOrp,"https://drive.google.com/thumbnail?id=1uJBjbYmW66OWqt2LS-USr8gw1ifijOrp&sz=w400","A room full of love before baby even arrives. 🌸 #babyshower #newbeginnings #sydneyphotographer #spirosstories",Pending
2026-07-21,Tuesday,SB,1gjKwOltVlrJ3wXvFJaJNW-dw7d6ZEgP9,"https://drive.google.com/thumbnail?id=1gjKwOltVlrJ3wXvFJaJNW-dw7d6ZEgP9&sz=w400","A birthday isn't just a party — it's a reminder of how far you've all come together. 🥹 #firstbirthday #familyphotography",Pending
2026-07-22,Wednesday,EN,18GlKMicEu1gMdW2iTrq916pUjJ1kxpmW,"https://drive.google.com/thumbnail?id=18GlKMicEu1gMdW2iTrq916pUjJ1kxpmW&sz=w400","When a whole room feels it at once. 💍 Freddy & Janice. #engagement #engagementparty #love #sydneyphotographer",Pending
2026-07-23,Thursday,BS,1ki451P8pkoq0Zpj2DfNvg8N2gmAgxDSK,"https://drive.google.com/thumbnail?id=1ki451P8pkoq0Zpj2DfNvg8N2gmAgxDSK&sz=w400","From tiny gifts to big emotions — every detail of this day deserved to be remembered. 💛 #babyshower #sydneyphotographer",Pending
2026-07-24,Friday,SB,1BEeOyLm5kyi5ii58dce89jUsyHTvhg_T,"https://drive.google.com/thumbnail?id=1BEeOyLm5kyi5ii58dce89jUsyHTvhg_T&sz=w400","The moment she sees the cake for the first time? Irreplaceable. 🎂 #firstbirthday #sydneyphotographer #spirosstories",Pending
2026-07-25,Saturday,JE,1jDA5L4TPY3iSPSd9WJMOzhFtRZ1gEm_Y,"https://drive.google.com/thumbnail?id=1jDA5L4TPY3iSPSd9WJMOzhFtRZ1gEm_Y&sz=w400","Community is everything. 🙏 #jeremiahproject #sydney #giveback #spirosstories",Pending
2026-07-26,Sunday,EN,1uP-4MG3WzDmPpnBEVIoMnM4f3kOwtsOP,"https://drive.google.com/thumbnail?id=1uP-4MG3WzDmPpnBEVIoMnM4f3kOwtsOP&sz=w400","Love like this deserves to be witnessed. 🤍 #engagementparty #engaged #sydneyphotographer #spirosstories",Pending
2026-07-27,Monday,BS,1k2tGxK7XvR8mD6FzykX0-Wwyf8HHHlPH,"https://drive.google.com/thumbnail?id=1k2tGxK7XvR8mD6FzykX0-Wwyf8HHHlPH&sz=w400","Celebrating the mum-to-be with all the people who matter most. 🥰 #babyshower #sydneyphotography #spirosstories",Pending
2026-07-28,Tuesday,SB,11COp4m_heuDWaRqY3xTr3CCXLFCmBwkF,"https://drive.google.com/thumbnail?id=11COp4m_heuDWaRqY3xTr3CCXLFCmBwkF&sz=w400","Big smiles, bright colours, and the best kind of mess. 🎉 #kidsbirthday #firstbirthday #sydneyphotographer",Pending
2026-07-29,Wednesday,EN,1eQSpxgbFRhYf5Ul9LeXOVKvz8Pxvlex8,"https://drive.google.com/thumbnail?id=1eQSpxgbFRhYf5Ul9LeXOVKvz8Pxvlex8&sz=w400","The smile you can't fake. 💍 #engaged #engagementphotography #sydneyphotographer #spirosstories",Pending
2026-07-30,Thursday,BS,1RPbUHIJx1eC7zrghaLl9_8zmtM2J_enJ,"https://drive.google.com/thumbnail?id=1RPbUHIJx1eC7zrghaLl9_8zmtM2J_enJ&sz=w400","The moments before everything changes. Beautiful. 📸 #babyshower #pregnancyphotography #sydneymum",Pending
2026-07-31,Friday,SB,1GMDTrpn60qoj7Pg7tALMiH29ycG6jwna,"https://drive.google.com/thumbnail?id=1GMDTrpn60qoj7Pg7tALMiH29ycG6jwna&sz=w400","Happy. Just simply, completely happy. 🎈 #firstbirthday #sydneyphotography #spirosstories",Pending
2026-08-01,Saturday,JE,1ysOutlU5V4SDG0lDknCb5JhGlWDFyY5w,"https://drive.google.com/thumbnail?id=1ysOutlU5V4SDG0lDknCb5JhGlWDFyY5w&sz=w400","Some shoots remind you why photography matters beyond the celebrations. ✨ #communityevent #jeremiahproject",Pending
2026-08-02,Sunday,EN,1e_iAbvgaSh-xlL-sL3hGdn6YSNmKmcXI,"https://drive.google.com/thumbnail?id=1e_iAbvgaSh-xlL-sL3hGdn6YSNmKmcXI&sz=w400","Said yes — and the whole room erupted. ✨ #engagementparty #engagement #love #sydneyphotographer",Pending
2026-08-03,Monday,BS,1SaXryylhz-xT8Vn1FpVcB0kQ-dEUA0Lj,"https://drive.google.com/thumbnail?id=1SaXryylhz-xT8Vn1FpVcB0kQ-dEUA0Lj&sz=w400","Baby showers aren't just parties — they're a community wrapping its arms around a mum. 🌸 #babyshower #sydneyphotographer",Pending
2026-08-04,Tuesday,SB,1NYJtT46SLIfIZBCFxzTwFY8ICL-gZPJc,"https://drive.google.com/thumbnail?id=1NYJtT46SLIfIZBCFxzTwFY8ICL-gZPJc&sz=w400","The people around you matter most on your birthday. Sienna had all of them. 🤍 #firstbirthday #familytime",Pending
2026-08-05,Wednesday,EN,1zhMCWEMQZF9S1AAoB2Yis1OaiGkEjExZ,"https://drive.google.com/thumbnail?id=1zhMCWEMQZF9S1AAoB2Yis1OaiGkEjExZ&sz=w400","Freddy & Janice — the beginning of forever. 💍 #engaged #sydneyphotographer #spirosstories",Pending
2026-08-06,Thursday,BS,1H9NTFzKiYpxWpddaf4UlD9l-9UqQcF4i,"https://drive.google.com/thumbnail?id=1H9NTFzKiYpxWpddaf4UlD9l-9UqQcF4i&sz=w400","Love, laughter and a whole lot of excitement for what's coming. 🤍 #babyshower #newborn #spirosstories",Pending
2026-08-07,Friday,SB,1E5cTu9Ht_zjK2rCuHNbhIvDtJTa7z0uF,"https://drive.google.com/thumbnail?id=1E5cTu9Ht_zjK2rCuHNbhIvDtJTa7z0uF&sz=w400","All the tiny details that make a big day unforgettable. 🌟 #firstbirthday #sydneyphotographer #spirosstories",Pending
2026-08-08,Saturday,JE,1j97ZL5431x1FprVe5nvI1lh8nSRKCY-e,"https://drive.google.com/thumbnail?id=1j97ZL5431x1FprVe5nvI1lh8nSRKCY-e&sz=w400","When people give their time to others — that's a story worth telling. ❤️ #jeremiahproject #community",Pending
2026-08-09,Sunday,EN,1QJhwzpAZFtUbTfv4fzeoF_ctPg6F9ayg,"https://drive.google.com/thumbnail?id=1QJhwzpAZFtUbTfv4fzeoF_ctPg6F9ayg&sz=w400","The look between two people who've chosen each other. 🥹 #engagement #love #sydneyphotographer",Pending
2026-08-10,Monday,BS,1f8yqFtPAey2aFeWZm67dqf6AdLcc9VTs,"https://drive.google.com/thumbnail?id=1f8yqFtPAey2aFeWZm67dqf6AdLcc9VTs&sz=w400","Every detail matters. The flowers, the food, the faces — all of it. 📸 #babyshower #sydneyphotography",Pending
2026-08-11,Tuesday,SB,1uYonP-LPqEcaXOgngW7vOREj3TaTMde1,"https://drive.google.com/thumbnail?id=1uYonP-LPqEcaXOgngW7vOREj3TaTMde1&sz=w400","One year around the sun — and what a celebration it was. 🌞 #firstbirthday #sydneyphotography #spirosstories",Pending
2026-08-12,Wednesday,EN,1q5st4TQ_Ohp0hXBDlcxbx2C_LNMbaIyW,"https://drive.google.com/thumbnail?id=1q5st4TQ_Ohp0hXBDlcxbx2C_LNMbaIyW&sz=w400","A room full of their favourite people celebrating the best news. 🥂 #engagementparty #celebration",Pending
2026-08-13,Thursday,BS,12pQ98-65ixV9v08zt5SHxkVcl-T0bTIN,"https://drive.google.com/thumbnail?id=12pQ98-65ixV9v08zt5SHxkVcl-T0bTIN&sz=w400","What a day to remember. 🎀 #babyshower #sydneyphotographer #spirosstories #mumtobe",Pending
2026-08-14,Friday,SB,1tz3S-KrB2nJbOwOIBb31zq1OO4GBM8lo,"https://drive.google.com/thumbnail?id=1tz3S-KrB2nJbOwOIBb31zq1OO4GBM8lo&sz=w400","One whole year of magic. 🎂 Sienna's first birthday — full of colour, cake, and so much love. #firstbirthday #spirosstories",Pending
2026-08-15,Saturday,JE,1AnMZPCiG3JTzf6eT4B0EWO_rjkfizyBp,"https://drive.google.com/thumbnail?id=1AnMZPCiG3JTzf6eT4B0EWO_rjkfizyBp&sz=w400","Giving back feels like this. ❤️ The Jeremiah Project — people showing up for people. #community #jeremiahproject #sydneyphotographer #spirosstories",Pending
2026-08-16,Sunday,EN,12he2H5m9CQIfMJX4DP1zIHFLrIffmL-q,"https://drive.google.com/thumbnail?id=12he2H5m9CQIfMJX4DP1zIHFLrIffmL-q&sz=w400","Some moments stop time. This was one of them. 🤍 #engaged #sydneyphotography #spirosstories",Pending
2026-08-17,Monday,BS,1zCXPz7Lp-T9JClkMQ2Z0f-6IamCA9Odw,"https://drive.google.com/thumbnail?id=1zCXPz7Lp-T9JClkMQ2Z0f-6IamCA9Odw&sz=w400","New beginnings deserve to be remembered. 🤍 #babyshower #sydneyphotographer #spirosstories #mumtobe #newborn",Pending
2026-08-18,Tuesday,SB,14o0RlKBXGDPSzX-hwHzg3EtxzYY9HGfi,"https://drive.google.com/thumbnail?id=14o0RlKBXGDPSzX-hwHzg3EtxzYY9HGfi&sz=w400","They grow up faster than you think. That's why we photograph every moment. ✨ #firstbirthday #sydneyphotographer",Pending
2026-08-19,Wednesday,EN,1BnpV3VGFN5oj4mTZ8VVau1NwPY3bZnrJ,"https://drive.google.com/thumbnail?id=1BnpV3VGFN5oj4mTZ8VVau1NwPY3bZnrJ&sz=w400","Every engagement has a story. Honoured to tell this one. 📸 #engagement #sydneyphotographer",Pending
2026-08-20,Thursday,BS,1eeEGzG6AhnaRXHZ5tbCJA_7VN3qbyxHJ,"https://drive.google.com/thumbnail?id=1eeEGzG6AhnaRXHZ5tbCJA_7VN3qbyxHJ&sz=w400","The countdown starts here. ✨ Every smile, every hug — captured. #babyshower #sydneyphotography #babymemories",Pending
2026-08-21,Friday,SB,1x4JRd6Igm1AfDDe_1yH9BJ4uVX9XEigs,"https://drive.google.com/thumbnail?id=1x4JRd6Igm1AfDDe_1yH9BJ4uVX9XEigs&sz=w400","Cake, confetti, and all the love in the room. 🎈 #firstbirthday #birthday #sydneyphotographer #celebration",Pending
2026-08-22,Saturday,JE,1c7aW-f4203zYRWyfwmvDgP7FFbmn1D_m,"https://drive.google.com/thumbnail?id=1c7aW-f4203zYRWyfwmvDgP7FFbmn1D_m&sz=w400","Not all moments are milestones. Some are just communities showing up. 🙏 #communityevent #jeremiahproject #sydney",Pending
2026-08-23,Sunday,EN,1PgptWo1vvj7gVbgSnEXyTHPKadn_wbPp,"https://drive.google.com/thumbnail?id=1PgptWo1vvj7gVbgSnEXyTHPKadn_wbPp&sz=w400","The joy in the room was impossible to miss. Impossible not to photograph. ✨ #engagementparty",Pending
2026-08-24,Monday,BS,1xl1PX1Ks8UWieGr_P7XSXQXXL9zuyA69,"https://drive.google.com/thumbnail?id=1xl1PX1Ks8UWieGr_P7XSXQXXL9zuyA69&sz=w400","A room full of love before baby even arrives. 🌸 #babyshower #newbeginnings #sydneyphotographer #spirosstories",Pending
2026-08-25,Tuesday,SB,1hjdAXwRzQ-gGbnsy5ATqb4jFGbwI37RY,"https://drive.google.com/thumbnail?id=1hjdAXwRzQ-gGbnsy5ATqb4jFGbwI37RY&sz=w400","A birthday isn't just a party — it's a reminder of how far you've all come together. 🥹 #firstbirthday #familyphotography",Pending
2026-08-26,Wednesday,EN,1J8kr2i8X7N5fREJHa9y9zoFM-P355cIT,"https://drive.google.com/thumbnail?id=1J8kr2i8X7N5fREJHa9y9zoFM-P355cIT&sz=w400","Captured for keeps. 💍 Freddy & Janice. #engagement #spirosstories #sydneyphotography",Pending
2026-08-27,Thursday,BS,1vtZV_3u9AJsnpNu_5hPE700QFa84IiIi,"https://drive.google.com/thumbnail?id=1vtZV_3u9AJsnpNu_5hPE700QFa84IiIi&sz=w400","From tiny gifts to big emotions — every detail of this day deserved to be remembered. 💛 #babyshower #sydneyphotographer",Pending
2026-08-28,Friday,SB,1mRUPMnHLwdnzlb7PrlN8HkCHUt9i3VxR,"https://drive.google.com/thumbnail?id=1mRUPMnHLwdnzlb7PrlN8HkCHUt9i3VxR&sz=w400","The moment she sees the cake for the first time? Irreplaceable. 🎂 #firstbirthday #sydneyphotographer #spirosstories",Pending
2026-08-29,Saturday,JE,1_pRU2plHXJDAdBgOe5skgVXAlbkMnOLS,"https://drive.google.com/thumbnail?id=1_pRU2plHXJDAdBgOe5skgVXAlbkMnOLS&sz=w400","Christmas 2023 with the Jeremiah Project. Grateful to have been there with my camera. ✨ #jeremiahproject #community",Pending
2026-08-30,Sunday,EN,12BjmxSSfoMb1-xKp9KBjsg_25fA46CzK,"https://drive.google.com/thumbnail?id=12BjmxSSfoMb1-xKp9KBjsg_25fA46CzK&sz=w400","Real love, real moments, real memories. 🤍 #engagement #engagementphotography #sydneyphotographer",Pending
2026-08-31,Monday,BS,1eb-8W-R0l8p-UlR--oo61mhjPGnxLcFY,"https://drive.google.com/thumbnail?id=1eb-8W-R0l8p-UlR--oo61mhjPGnxLcFY&sz=w400","Celebrating the mum-to-be with all the people who matter most. 🥰 #babyshower #sydneyphotography #spirosstories",Pending
2026-09-01,Tuesday,SB,1CtI_45QVKBZYJUkVtNyoPwfOmMkqGx8O,"https://drive.google.com/thumbnail?id=1CtI_45QVKBZYJUkVtNyoPwfOmMkqGx8O&sz=w400","Big smiles, bright colours, and the best kind of mess. 🎉 #kidsbirthday #firstbirthday #sydneyphotographer",Pending
2026-09-02,Wednesday,EN,1EVFfR7OiHoCE0PXO9vC_NnVdqvGCUCCB,"https://drive.google.com/thumbnail?id=1EVFfR7OiHoCE0PXO9vC_NnVdqvGCUCCB&sz=w400","Congratulations to two incredible people. 🥂 #engaged #engagementparty #sydneyphotographer",Pending
